sample	ngml_av	se_mean	flag
1847+1%WB	58.6446593320516	7.22807104378755	
v1208.1-Tx3x-Tween-3	294.047018362491	6.66625207967277	
1847+0.1%WB	52.5170960470461	1.80318392997168	
v1208.1-Tx3x-PBS-1	50	0	LLQ
1847+0.01%WB	53.8576328673845	3.8441907758012	
v1208.1-Tx3x-PBS-2	50	0	LLQ
1847+EDTA50uM	41.7330615228882	0.683748326269143	
v1208.1-Tx3x-PBS-3	50	0	LLQ
1847+PBS	40.1973839116565	0.985710146593096	
v1208.1-Tx3x-tip-1	222.416884567269	67.3119813390258	
1847+tip	41.8763231531059	0.827009956486744	
v1208.1-Tx3x-tip-2	158.526141276833	10.5591893988737	
v1208.1-Tx3x-Tween-1	222.50575771084	9.87420230883289	
v1208.1-Tx3x-tip-3	121.397313292563	6.34138029892691	
v1208.1-Tx3x-Tween-2	245.841608943768	33.0415255815742	
v1187.3	416.960110938735	41.9619132142016	
